web-scraper-order,web-scraper-start-url,Date,Tourist_Home_Location,Scrape_Tagline,Scrape_Review_Text
"1733318686-767","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or180-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 24 August 2018","Dhaka City, Bangladesh","good view","on of the highlights in mall road. cool view from the top. clean and nice. u should spend some time here enjoying the vibe and view. must do once u r in mall road.the heart of mall road in one way, they call the heart of hill or himachal....."
"1733318686-768","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or180-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 August 2018","London, UK","The heart of Shimla","The ridge is a must visit place in shimla. It’s so nice.... I wish I could spend more time at the ridge. It was a very foggy evening when we went there. Still it was so beautiful, so unique."
"1733318686-769","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or180-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 July 2018","Mumbai, India","Quaint , modern, confused, crowded.","It’s a great walk for sures , though there is so much happening there that the tranquility of the pristine place is lost. 
I could walk for a bit then I was happy to go and sit in peace in the church ....and wait for the share a cab to the Jakhoo temple later. 
Of course you must visit the ridge .... and expect the crowd so u
you won’t be that surprised."
"1733318695-770","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or170-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 31 October 2018","Mohali, India","Heart of Shimla","Ridge is the heart of Shimla and most of the time is devoted at Ridge only of the tourist. Whether its day or night, morning or evening it is the most beautiful place in Shimla to visit, have walk and enjoy the beauty of Shimla. It's a must visit place if visiting Shimla or nearby."
"1733318695-771","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or170-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 October 2018","Hyderabad, India","Delightful stay in shimla","Fabulous stay at busy hill station. Good property with well appointed rooms, nice lobby, ample parking."
"1733318695-772","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or170-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 October 2018","223 contributions","Beautiful","It's an open place where various events and fairs are organized. Can walk along and shop and the view of the city is awesome."
"1733318695-773","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or170-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 October 2018","Poole, UK","Always a hive of activity - the bustling centre of the high life in Shimla","A wide open space used for various events.  Scandal Point is there alongside many restaurants and cafes.   Being so high up there are beautiful views."
"1733318695-774","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or170-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 October 2018","Shimla, India","The city point to see an epic inheritance of British architectural","The Ridge is located along the Mall road, Shimla. This place you cannot miss while visiting Shimla because from this point you can also go to Lower Bazaar, Lakkar Bazaar, Jakhoo temple, Kali Bari temple and many more. at the Ridge there is also an iconic Christ Church with neo gothic style of architectural. mostly the surrounding buildings seem like British style because Shimla was the British Summer Capital during the colonial era. Festivals are often conducted here at Ridge, one like Summer festival during April or May and many more. From here also we can enjoy the view of hills stations around Shimla."
"1733318695-775","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or170-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 October 2018","New Delhi, India","One of the most famous in Shimla","Shima is not having much to offer you if you are travelling in summer . Ridge is one of the travellers point nearby to market . nothing special if no snow ."
"1733318695-776","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or170-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 October 2018","Gurugram (Gurgaon), India","The only place you cannot avoid in shimla","If you head to shimla, Ridge is the one place you cannot avoid. Full of life and tourism. Great views, rides, photo spots and what not. Visit in the afternoon and stay till evening to enjoy clouds coming down to touch you."
"1733318695-777","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or170-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 October 2018","Himachal Pradesh, India","Really Amazing Views Around","This is the Beauty of Shimla love to being there. We have spent quality time there when we were in Shimla for sight seeing. Can be enjoyed Photography all around."
"1733318695-778","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or170-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 September 2018","Chandigarh, India","The highlight of shimla","Great hangout place, many street vendors present in the vicinity and food is never an issue. I would recommend going thier early morning to enjoy the clouds striking the hill side."
"1733318695-779","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or170-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 21 September 2018","Mumbai, India","Beautiful vistas","Beautiful place with a lot of shops to browse. The inclines of the roads are well worth traversing for the breath taking views. Good to visit in the morning and evening to avoid the sun"
"1733318702-780","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or160-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 24 December 2018","McLeod Ganj, India","Prominent wide spot at Mall","I shimla Ridge is probably the only wide open flat space which rests at almost the top offering wonderful view of the snow clad Himalayas and a panoramic view of shimla town"
"1733318702-781","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or160-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 December 2018","New Delhi, India","Beautiful -NAtional Flag flying high","We first reached The Ridge which is a wide-open street located in the heart of the Shimla.

 From here, all other places are connected. 

The vicinity looks great and with our National Flag flying high makes the ridge look glorious."
"1733318702-782","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or160-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 5 December 2018","Nashik, India","Beautiful","Ridge is one of the finest places in Shimla. We visited it at the time of sunset and it was beautiful. But at night, after sunset it was just out of this world. Just sit on any of the benches or on a ""katta"" outside Gaity theater and enjoy the evening with family and friends."
"1733318702-783","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or160-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 December 2018","Wroughton, UK","Good Shopping trip","Well worth a visit.
Pestrians only so no traffic to worry about.
Plenty of shops. Were you have to haggle over the price. No doubt with a tourist surcharge. Lowere streets may be cheaper.
 Banks and cashpoint / ATM's plentiful
No hassle from touts."
"1733318702-784","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or160-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 December 2018","Ahmedabad, India","Don't miss to visit","Forget the cafes, restros to chill with friends and family. Just head to the Ridge. Wonderful atmosphere."
"1733318702-785","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or160-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 November 2018","Norton, UK","Very Enjoyable Especially at Night","The Ridge, called The Mall is a great place to stroll about during either the day or night. Lots of shops about, sights to see, places to see and wonderful views.
What is surprising is that the local governments have banned smoking and spitting in the centre - so as a result there are no cigarette fumes and the area is really clean and tidy - no litter either!
If you are lucky you get to see local theatre players, dancers, singers or entertainers in the outdoor mini arena.
A really lovely area."
"1733318702-786","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or160-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 November 2018","Ankleshwar, India","Beautiful View","This place is one of the must visit place in Shimla. It is near the mall road of shimla. There is a beautiful view from this place and good place to sit."
"1733318702-787","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or160-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 November 2018","New Delhi, India","Must visit while in Shimla","Here you just walk simply  with kids or your sweetheart, Eat, Drink in designated places of Himachal Tourism or you just roam around,  Many good  restaurants on mall road. Excellent view of  mountains.  Historical place. Must visit in all seasons."
"1733318702-788","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or160-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 November 2018","Stockholm, Sweden","Nice for a stop","You can't miss this place when walking along the Mall - the main street in old Shimla. Have a look when passing by."
"1733318702-789","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or160-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 November 2018","New Delhi, India","One of the best places in Shimla to spend time","The ridge in Shimla is probably the most popular attraction.  Its unique location,  open space and horse rides provide an excellent view.   A leisurely walk or just hanging out is a nice way to spend some good time.    The mall is just next to it and this is   also connected to another popular location Jakhu temple.  The summer festival and a number of other events and celebrations are held here."
"1733318710-790","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or150-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 January 2019","New Delhi, India","The most popular attraction of Shimla","A very popular and a crowded place but really enjoyable place where you will even admire the crowd. You can see many attractions around this area and really enjoy the food of many different restaurant of all price ranges. This is something unique about this place in Shimla.
Governor Amolak Rattan Kohli"
"1733318710-791","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or150-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 January 2019","Nagercoil, India","Winter holiday trip","Good place to relax in the evening time. Many shops available with ice creams and snacks specially Gulab jamun and momos. Its very clean and neat place with stunning city view."
"1733318710-792","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or150-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 January 2019","Chandigarh, India","The iconic landmark of Shimla","Very scenic, peaceful and beautiful place
Overwhelms you with its charm and history 
It’s the crowning glory of Shimla"
"1733318710-793","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or150-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 January 2019","Queretaro, Mexico","Great Views","Very large multi-purpose plaza on top of a ridge. People watching at its best. Great views down the valley and to the north mountains on clear days."
"1733318710-794","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or150-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 January 2019","Manali, India","Excellent place","The Ridge road Shimla is so stunning view and very clean. We have been visited at January month 2019 and walk over there but i found it very good and sun set view was so awesome made everyone happy.

I want to say all travelers please do not miss this place if you are in Shimla. Very very beautiful area."
"1733318710-795","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or150-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 January 2019","Ghaziabad, India","Ridge The Heart of Shimla","The Ridge...The Heart of Shimla. if you will not Visit Ridge then you seen Nothing. Just Visit Ridge & lost in Beauty of Nature. The View of Valley from Ridge is Iconic. Indian Flag & Church are in Full Glory on Ridge. you can spent hours on Ridge, just sit on the Bench & lost in Nature."
"1733318710-796","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or150-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 31 December 2018","Kolkata (Calcutta), India","iconic","One of the most iconic place in Shimla, most people coming here to visit this place and all the other attractions are adjacent to this place only so even if you do not want to visit this place, your path will eventually cross with this place."
"1733318710-797","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or150-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 December 2018","21 contributions","Iconic place of shimla","It's the identity of Shimla always full with people. Nice atmosphere a tall Indian flag is also situated here from this place jhaku temple,s big Hanuman statue can be seen and people can also enjoy the natural beauty of Shimla city from here. don't miss it."
"1733318710-798","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or150-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 December 2018","Durham, UK","The beating heart of Shimla","This is a wide open space close to the top on the hill, on which sits the famous church, the old school building (now a library) and some amazing views over the surrounding wooded hills. So beautiful!"
"1733318710-799","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or150-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 December 2018","Mumbai, India","Nice place","This is the place to be in Evening, if you are at Shimla

It's a busy place in evening lot of street food and street shopping at few corners

Very clean and good for Photography

Spent 2 evening"
"1733318718-800","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or140-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 March 2019","Mumbai, India","Amazing Amazing place to be","Fell in love with the place, totally. Pretty well maintained, offers a great view, great place to relax, sit, walk n talk. Little eateries serve gulab jamun, momos and ice cream cones at very reasonable prices. You can spend hours here, enjoying snow, rain or sunlight.

Above all, our indian flag holds high all the time at this very place."
"1733318718-801","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or140-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 March 2019","Navi Mumbai, India","Loved it Hearbeat of Shimla","This is a very vibrant place, very close to Mall Road, it offers great views, food options specially aloo tikki and hot piping soup. And even it midst of people and commercialization the place offer serenity, bliss of nature, peace. It is happening at the same time soulful. Visited every evening during my stay in Shimla, a feel good place"
"1733318718-802","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or140-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 March 2019","28 contributions","The best place","It is the happening place in shimla.....gives great views of perennially snow covered peaks......bustling with people strolling .....christ church, gaiety theatre, townhall, scandal point, mall road, jhansi park are all near it.....great place to eat or simply relax....fun activities in the vicinity as well...."
"1733318718-803","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or140-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 25 February 2019","10 contributions","WoW!!","Once you take the steps above from the Mall Rd. near the Scandal Point, you witness a place that is another level of WoW!!, Welcome to the Ridge..!!!

The place is exceptionally big, with a community park on side and the view of the valley on the other. The famous Church is situated at one end of the ridge, just next to a beautiful water fountain. 

The Indian Tricolor hoists high here."
"1733318718-804","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or140-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 February 2019","Grantham, UK","Good For a Stroll","In the heart of Shimla the Ridge has some great views. It is cool in the evenings so go prepared with a warm wrap. Lots of families and couples out for a stroll as well looking at the views."
"1733318718-805","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or140-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 February 2019","17 contributions","Calm and soothing place","Its inevitable if you are at Shimla. Come here to relax take a walk and enjoy some fresh air. The road nearby leads to Lakkar bazar."
"1733318718-806","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or140-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 February 2019","New Delhi, India","Heart of Shimla!","Its the center place for Shimla goers. The place has a big area where people roam around and enjoys the scenic views. The place has a church, mall road and places where people can click pictures and enjoy."
"1733318718-807","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or140-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 February 2019","Varanasi, India","nice place to spend evenings","Ridge is a nice place to spend an evening in shimla. Just go there with your family or friends and freek around for say an hour of two. Choose one of the restaurants or buy an ice-cream to enjoy the colonial touch of shimla,"
"1733318718-808","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or140-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 31 January 2019","Worthing, UK","Great views","A wonderful place to wander and take photos. The views of the Himalayas are amazing. You are 2000 metres up and you really do feel it"
"1733318718-809","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or140-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 31 January 2019","India","Best Tourist Attraction in Shimla","We visit THE RIDGE on 26-Jan-2019 evening. Place is overcrowded due to public holiday. Most of travelers visit at evening time only.
The whole place covered with snow except the ground.
Walkable distance from Shimla city."
"1733318725-810","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or130-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 13 April 2019","208 contributions","Fantastic views","I took the cable car up the the Monkey Temple on the ridge and walked down.  I felt the cable car fee to be reasonable as was the cost of coffee in the tree top cafe/ restaurant. I was not troubled the monkeys who kept a respectable distance from me. The view of the mountains was very good"
"1733318725-811","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or130-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 13 April 2019","Mumbai, India","On the Top of Mountain","Wonderful view full both the side of shimla a platue on the top of the mountain most of all social cultural and government gathering or function are performed here."
"1733318725-812","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or130-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 April 2019","Greater Sydney, Australia","Awesome views","A nice space to hang out, very popular with locals and tourists alike. awesome views, makes for perfect piccies. This is also the home of Christ Church and library,  colonial style buildings,"
"1733318725-813","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or130-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 April 2019","Sydney, Australia","Must do visit to the main town","Just a casual walk up the Mall road, the town centre is a collection of shops and attractions with several good viewpoints as well. Definitely a must do if you visit Shimla. Plenty of eating and shopping opportunities within the precinct. Recommended."
"1733318725-814","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or130-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 8 April 2019","India","The Ridge - lovely !!","One can spend hours sitting here and enjoying its beauty. It looks really beautiful when lit up - so would recommend a visit both in morning and evening. Indian flag flying high just adds to the beauty of this place. 

It connects with lakkar bazar on one side and tibetan market on the opposite side."
"1733318725-815","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or130-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 8 April 2019","Hyderabad, India","great walking experience","Lovely when the weather is cool and sunny. average time maybe 2hours tops. lakkart bazaar is great for shopping for dry fruits and wood knick knacks"
"1733318725-816","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or130-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 April 2019","New Delhi, India","Most happening place and central point of Shimla","The Ridge is the central point of Shimla. It is an large open and flat space connecting The Mall, Lakkar Bazaar and Jakoo Hill. Not even tourists but also local residence and office goers meets here and spend time in relaxing. It is also a hub of cultural activities and government functions. One can see an old Church and an old Library building along with statues of Mahatama Gandhi, Indira Gandhi and Dr. YS Parmar on The Ridge. Since British era, water tank underneath The Ridge supplies water to the city. One can have food and snacks in several restaurants here. In winters after snow fall, the area becomes playground. We had very good time here, relaxing, photo taking and eating, all here."
"1733318725-817","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or130-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 April 2019","Ludhiana, India","The Main Attraction of Shimla","The first and foremost choice of all the travellers visiting Shimla is the Ridge. You visit to Shimla is incomplete without visiting the Ridge."
"1733318725-818","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or130-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 March 2019","Mumbai, India","The centre of attraction","This is the main on the upper mall road. It is highly crowded during the peak holiday season. That time you may not really like the place with vendors, horses and their litter everywhere and the excessive crowd.
But during the less peak times, you are able to enjoy the beauty of this place.

Would recommend going both during afternoon and late evening during non-peak seasons. You can see the bird eye view of the adjoining hills and valleys with a cool breeze contrasting the bright sun."
"1733318725-819","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or130-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 March 2019","27 contributions","Church,theatre and views","See the 2nd oldest Christian church in India with stained glass windows designed by Kiplings father. Panoramic views and amateur dramatics"
"1733318736-820","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or120-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 May 2019","Navi Mumbai, India","Great view of the city","This place is location little above the mall road. Have visited this place while visiting the mall road. One can have a fantastic view of Shimla city."
"1733318736-821","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or120-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 May 2019","3 contributions","None too special","Nice place to walk around but nothing beyond that. No good shopping if u are looking for novelties. Expensive as well."
"1733318736-822","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or120-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 May 2019","9 contributions","Must Visit !","A must visit place in Shimla. Once during day time and in evening too !. Simply loved this place and charm !"
"1733318736-823","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or120-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 May 2019","Bengaluru, India","Heart of the city #SHIMLA","this is the central place or the main tourist spot in shimla. One who visits shimla must come here. There is a small church and open area where people sit and enjoy with their family and friends. One can click some beautiful views from this place and in the evening can play music and enjoy with people. You can find n number of shops to eat drink and shop here."
"1733318736-824","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or120-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 April 2019","Stoke-on-Trent, UK","Magnificent Views","This is the place to stroll and watch other people. With incredible views over the town of Shimla it is perfect to sit, enjoy the clean air and simply enjoy."
"1733318736-825","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or120-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 April 2019","Jaipur, India","The heart of Shimla","No visit to Shimla can ever be complete without a visit to the Ridge. Its an open area, overlooking the valley from all sides. its a car free zone, There is church, lakkar bazaar, many legendary ice cream parlors, bhuttas, horse riding, many small shops, sandwiches, momos and a lovely ambience.. i recommend going there in morning for a walk and again in the evening in its hustle n bustle to savour the best of Shimla... it is a small walk from the Tourist Lift. you can hire baby prams there.. its a little  uphill but easy walk."
"1733318736-826","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or120-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 21 April 2019","New Delhi, India","Heart of shimla","The Ridge is a famous tourist spot in Shimla.

One can spend hours sitting here. The view from this place is so beautiful.  Indian flag flying high is also a center of attraction here. It is a home of Christ Church and also a way to Jhaku Temple starts from here.

A small walk to mall road will take you to the ridge . Lakkar bazaar and tibetian market are very near by to this place."
"1733318736-827","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or120-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 April 2019","Chandigarh, India","Awesome Experience","Awesome Experience Best Tourist Attraction in Shimla & Most Popular and good Place to visit.

You can Enjoy a great view of shimla from The Ridge."
"1733318736-828","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or120-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 April 2019","Shimla District, India","Shimla's Pride","The ridge as name it is on top of shimla city.You can take a view of jakhu  tara devi shali tibba and much more like himalaya range also. Very nice and neat n clean place in shimla. Horse riding and lakkar bazar (gift items) r the main attraction here. in winter u can enjoy sun to warm up your body. Elder people of shimla sit for long time in winter.
U can tale photo of the hills and yourself."
"1733318736-829","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or120-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 April 2019","Hyderabad District, India","Superb views and plenty of joints for eating","It is tiring but better to go there on foot, you would get the chance to see many things that a cr drive will deprive you of and build up an appetite that has many joints to  cater to!
(The steps connecting the upper mall to lower one are literally riddled with them)
The church with now defunct clock, post office and the tourism canteen are other bright spots!Cross over an from the edge take pictures,there are pay for service underground toilts as well
Do not forget to try juices manufactured by the state unit,my choice Guava!!"
"1733318744-830","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or110-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 June 2019","Hyderabad District, India","Nice place to hangout","This place is full of shops and good for shopholics. But it is tiresome to reach there as no vehicles are allowed to enter the area. During summer it will be too hot to visit this place."
"1733318744-831","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or110-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 June 2019","New Delhi, India","Great View","The Ridge at the mall provides a breath taking view of Shimla and the valley below. Evenings in summers is the best time to go to the Ridge. It is located near the market and does not require any special efforts to travel extra. Enjoy the breeze with a softy at the ridge and click some amazing pictures of your stay in Shimla."
"1733318744-832","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or110-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 June 2019","Mdina, Malta","Great place for people watching.","By morning a sleepy city, many dogs strew the pavements in peaceful repose. Breakfasts in most establishments start from 10am, and the bazaaars are bustling from then until late. Snow white horses are available to take you for rides along the Mall, and plenty of monkeys will also be encountered wherever overhanging trees are found. The old charm remains here but it has now also developed a Western style commercialism with the Indian culture slipping down the alleyways and side streets."
"1733318744-833","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or110-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 June 2019","Jodhpur, India","Good for walk","Beautiful in the evening, good for a walk and photography. There are a plenty of food joints around."
"1733318744-834","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or110-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 June 2019","Mumbai, India","Central Place at The Mall for a good view.","This place is a large open space right outside the church with stunning views. A must visit if you are visiting Shimla. 

You can take pictures, eat or just sit there and enjoy the atmosphere."
"1733318744-835","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or110-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 May 2019","3 contributions","great place to interact with people or spend an evening","great place to interact with people or spend an evening with your friends/family. it was an amazing and full of live place."
"1733318744-836","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or110-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 May 2019","Kolkata (Calcutta), India","Beauruful place to walk around or just sit and enjoy.","Although it involves walking up gradient, but it's a lovely place compared to the shopping Mall Road where you have nothing but food and textile."
"1733318744-837","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or110-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 May 2019","New Delhi, India","best place to go without much burden on ur wallet","a gud place and not so costly restaurants and shopping for local items available wthout hurting ur wallet much. great place to go out and spend the day"
"1733318744-838","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or110-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 May 2019","50 contributions","Honeymooners","great place !! come and experience wonderful and comfortable in summer as well.. array of food option and shopping arcades.."
"1733318744-839","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or110-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 May 2019","Shimla, India","The Heart","Ridge can simply be regarded as the heart of Shimla ,a must visit whilst visting shimla.Ridge is surrounded by The beautiful christ church and  state library.highly recommended from my end.travel happy respect mountains."
"1733318752-840","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or100-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 July 2019","13 contributions","Shimla","For 2 or 3 days trip shimla is the best option. Weather is so good and view from ridge and mall road is awesome and for shopping purpose visit tibetian market or mall road"
